Sector,Company Name,Industry,Symbol,Series,ISIN Code,NSE Symbol,Last Fetch,Live NIFTY LTP,Daily,Weekly,1M,3M,6M,YTD,Nifty Index 3M % Change,Stock Relative Strength vs Nifty,RS History,10D RS Change,Highest RS,Lowest RS,Average RS,RS Momentum Score,Consistency,RS Data Days,Volume History,Today Volume,10D Average Volume,Volume Ratio,Volume Change %,Upstox Instrument Key,Data Date,LTP,Return Calculation Price,Previous Close,LTP Change %,LTP Volume,LTP Last Traded Qty,LTP Fetch Time,Status
nifty500,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021,,2026-09-26T17:05:51+05:30,,-0.576995,-0.903727,-7.216783,-4.381666,8.513945,,-3.364827,-1.016839,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",-6.821883,5.805044,-1.016839,2.593327,-4.011296,3.0,10.0,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",10841310.0,7527964.555556,1.440138,44.013829,NSE_EQ|INE090A01021,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty200,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021,,2026-09-26T17:05:51+05:30,,-0.576995,-0.903727,-7.216783,-4.381666,8.513945,,-3.364827,-1.016839,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",-6.821883,5.805044,-1.016839,2.593327,-4.011296,3.0,10.0,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",10841310.0,7527964.555556,1.440138,44.013829,NSE_EQ|INE090A01021,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftyhousing,ICICI Bank Ltd.,FINANCIAL SERVICES,ICICIBANK,EQ,INE090A01021,,2026-09-26T17:05:51+05:30,,-0.576995,-0.903727,-7.216783,-4.381666,8.513945,,-3.364827,-1.016839,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",-6.821883,5.805044,-1.016839,2.593327,-4.011296,3.0,10.0,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",10841310.0,7527964.555556,1.440138,44.013829,NSE_EQ|INE090A01021,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftyfinance,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021,,2026-09-26T17:05:51+05:30,,-0.576995,-0.903727,-7.216783,-4.381666,8.513945,,-3.364827,-1.016839,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",-6.821883,5.805044,-1.016839,2.593327,-4.011296,3.0,10.0,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",10841310.0,7527964.555556,1.440138,44.013829,NSE_EQ|INE090A01021,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty50,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021,,2026-09-26T17:05:51+05:30,,-0.576995,-0.903727,-7.216783,-4.381666,8.513945,,-3.364827,-1.016839,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",-6.821883,5.805044,-1.016839,2.593327,-4.011296,3.0,10.0,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",10841310.0,7527964.555556,1.440138,44.013829,NSE_EQ|INE090A01021,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftyfinancialservices25-50,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021,,2026-09-26T17:05:51+05:30,,-0.576995,-0.903727,-7.216783,-4.381666,8.513945,,-3.364827,-1.016839,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",-6.821883,5.805044,-1.016839,2.593327,-4.011296,3.0,10.0,"[{'date': '2026-09-11', 'rs': 5.805044, 'volume': 7064417}, {'date': '2026-09-15', 'rs': 4.835557, 'volume': 10133488}, {'date': '2026-09-16', 'rs': 5.249934, 'volume': 9625762}, {'date': '2026-09-17', 'rs': 4.108019, 'volume': 7867524}, {'date': '2026-09-18', 'rs': 2.211975, 'volume': 7509409}, {'date': '2026-09-21', 'rs': 2.309742, 'volume': 5705598}, {'date': '2026-09-22', 'rs': 2.175286, 'volume': 6433249}, {'date': '2026-09-23', 'rs': -0.053077, 'volume': 4758314}, {'date': '2026-09-24', 'rs': 0.307633, 'volume': 8653920}, {'date': '2026-09-25', 'rs': -1.016839, 'volume': 10841310}]",10841310.0,7527964.555556,1.440138,44.013829,NSE_EQ|INE090A01021,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftyindiarailwayspsu,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024,,2026-09-26T17:05:51+05:30,,0.395408,0.063565,-3.280904,-4.385326,-2.946979,,-3.364827,-1.020498,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",-1.66161,0.641112,-5.094294,-2.585067,1.73841,5.0,10.0,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",6083441.0,9464980.333333,0.642731,-35.72685,NSE_EQ|INE263A01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftyindiadefence,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024,,2026-09-26T17:05:51+05:30,,0.395408,0.063565,-3.280904,-4.385326,-2.946979,,-3.364827,-1.020498,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",-1.66161,0.641112,-5.094294,-2.585067,1.73841,5.0,10.0,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",6083441.0,9464980.333333,0.642731,-35.72685,NSE_EQ|INE263A01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024,,2026-09-26T17:05:51+05:30,,0.395408,0.063565,-3.280904,-4.385326,-2.946979,,-3.364827,-1.020498,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",-1.66161,0.641112,-5.094294,-2.585067,1.73841,5.0,10.0,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",6083441.0,9464980.333333,0.642731,-35.72685,NSE_EQ|INE263A01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty50,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024,,2026-09-26T17:05:51+05:30,,0.395408,0.063565,-3.280904,-4.385326,-2.946979,,-3.364827,-1.020498,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",-1.66161,0.641112,-5.094294,-2.585067,1.73841,5.0,10.0,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",6083441.0,9464980.333333,0.642731,-35.72685,NSE_EQ|INE263A01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty200,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024,,2026-09-26T17:05:51+05:30,,0.395408,0.063565,-3.280904,-4.385326,-2.946979,,-3.364827,-1.020498,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",-1.66161,0.641112,-5.094294,-2.585067,1.73841,5.0,10.0,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",6083441.0,9464980.333333,0.642731,-35.72685,NSE_EQ|INE263A01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftylargemidcap250,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024,,2026-09-26T17:05:51+05:30,,0.395408,0.063565,-3.280904,-4.385326,-2.946979,,-3.364827,-1.020498,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",-1.66161,0.641112,-5.094294,-2.585067,1.73841,5.0,10.0,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",6083441.0,9464980.333333,0.642731,-35.72685,NSE_EQ|INE263A01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftycpse,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024,,2026-09-26T17:05:51+05:30,,0.395408,0.063565,-3.280904,-4.385326,-2.946979,,-3.364827,-1.020498,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",-1.66161,0.641112,-5.094294,-2.585067,1.73841,5.0,10.0,"[{'date': '2026-09-11', 'rs': 0.641112, 'volume': 7805974}, {'date': '2026-09-15', 'rs': -2.419405, 'volume': 16741114}, {'date': '2026-09-16', 'rs': -4.517735, 'volume': 10138395}, {'date': '2026-09-17', 'rs': -4.02131, 'volume': 7820077}, {'date': '2026-09-18', 'rs': -5.094294, 'volume': 11862641}, {'date': '2026-09-21', 'rs': -4.790823, 'volume': 9754868}, {'date': '2026-09-22', 'rs': -3.183757, 'volume': 8488775}, {'date': '2026-09-23', 'rs': -1.838603, 'volume': 6731863}, {'date': '2026-09-24', 'rs': 0.394643, 'volume': 5841116}, {'date': '2026-09-25', 'rs': -1.020498, 'volume': 6083441}]",6083441.0,9464980.333333,0.642731,-35.72685,NSE_EQ|INE263A01024,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011,,2026-09-26T17:05:51+05:30,,1.408067,2.029065,-4.385439,-4.548953,25.681153,,-3.364827,-1.184125,"[{'date': '2026-09-11', 'rs': 8.351733, 'volume': 460832}, {'date': '2026-09-15', 'rs': 7.280106, 'volume': 873422}, {'date': '2026-09-16', 'rs': 5.852667, 'volume': 589994}, {'date': '2026-09-17', 'rs': 2.811557, 'volume': 373802}, {'date': '2026-09-18', 'rs': -2.94527, 'volume': 2515581}, {'date': '2026-09-21', 'rs': -3.845265, 'volume': 225057}, {'date': '2026-09-22', 'rs': -4.604512, 'volume': 355636}, {'date': '2026-09-23', 'rs': -1.977488, 'volume': 664468}, {'date': '2026-09-24', 'rs': -0.499129, 'volume': 9649635}, {'date': '2026-09-25', 'rs': -1.184125, 'volume': 1280937}]",-9.535858,8.351733,-4.604512,0.924027,-2.342392,2.0,10.0,"[{'date': '2026-09-11', 'rs': 8.351733, 'volume': 460832}, {'date': '2026-09-15', 'rs': 7.280106, 'volume': 873422}, {'date': '2026-09-16', 'rs': 5.852667, 'volume': 589994}, {'date': '2026-09-17', 'rs': 2.811557, 'volume': 373802}, {'date': '2026-09-18', 'rs': -2.94527, 'volume': 2515581}, {'date': '2026-09-21', 'rs': -3.845265, 'volume': 225057}, {'date': '2026-09-22', 'rs': -4.604512, 'volume': 355636}, {'date': '2026-09-23', 'rs': -1.977488, 'volume': 664468}, {'date': '2026-09-24', 'rs': -0.499129, 'volume': 9649635}, {'date': '2026-09-25', 'rs': -1.184125, 'volume': 1280937}]",1280937.0,1745380.777778,0.733901,-26.609883,NSE_EQ|INE575P01011,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,SRF Ltd.,Chemicals,SRF,EQ,INE647A01010,,2026-09-26T17:05:51+05:30,,0.244692,1.11465,-1.664731,-4.679701,6.209492,,-3.364827,-1.314874,"[{'date': '2026-09-11', 'rs': -6.841269, 'volume': 288552}, {'date': '2026-09-15', 'rs': -6.895849, 'volume': 149986}, {'date': '2026-09-16', 'rs': -4.726964, 'volume': 159810}, {'date': '2026-09-17', 'rs': -2.465146, 'volume': 796952}, {'date': '2026-09-18', 'rs': -4.52303, 'volume': 401209}, {'date': '2026-09-21', 'rs': -3.784755, 'volume': 103302}, {'date': '2026-09-22', 'rs': -5.171459, 'volume': 69512}, {'date': '2026-09-23', 'rs': -5.409395, 'volume': 73197}, {'date': '2026-09-24', 'rs': -3.157849, 'volume': 110060}, {'date': '2026-09-25', 'rs': -1.314874, 'volume': 105615}]",5.526395,-1.314874,-6.895849,-4.429059,3.460206,5.0,10.0,"[{'date': '2026-09-11', 'rs': -6.841269, 'volume': 288552}, {'date': '2026-09-15', 'rs': -6.895849, 'volume': 149986}, {'date': '2026-09-16', 'rs': -4.726964, 'volume': 159810}, {'date': '2026-09-17', 'rs': -2.465146, 'volume': 796952}, {'date': '2026-09-18', 'rs': -4.52303, 'volume': 401209}, {'date': '2026-09-21', 'rs': -3.784755, 'volume': 103302}, {'date': '2026-09-22', 'rs': -5.171459, 'volume': 69512}, {'date': '2026-09-23', 'rs': -5.409395, 'volume': 73197}, {'date': '2026-09-24', 'rs': -3.157849, 'volume': 110060}, {'date': '2026-09-25', 'rs': -1.314874, 'volume': 105615}]",105615.0,239175.555556,0.441579,-55.842059,NSE_EQ|INE647A01010,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
